name,obj_type,raj2000,dej2000,constellation,maj_ax_deg,min_ax_deg,pos_ang,mag_b,mag_v,mag_j,mag_h,mag_k,surf_br_B,hubble_type,messier_nr,other_ngc,ic_cross,comname,notes
NGC5916A,G,230.30766666666662,-13.10061111111111,Lib,0.023,0.007333333,145.0,14.56,,12.01,11.51,11.34,23.2,SBc,,,,,
NGC5917,G,230.38570833333333,-7.377166666666667,Lib,0.028,0.0175,90.0,13.81,,11.59,10.92,10.77,23.33,Sb,,,,,
NGC5918,G,229.85525,45.88025,Boo,0.0335,0.014,85.0,13.91,,11.01,10.21,9.92,23.53,Sc,,,,,
NGC5919,G,230.40366666666665,7.719305555555556,Se1,0.016666668,0.009833333,103.0,15.58,14.44,12.11,11.7,10.94,24.43,E,,,,,
NGC5920,G,230.46604166666663,7.708805555555556,Se1,0.021333333,0.011666667,100.0,14.76,13.77,11.55,10.8,10.85,24.0,S0,,,,,
NGC5921,G,230.48566666666667,5.070527777777778,Se1,0.050333332,0.033833332,137.0,11.68,11.02,8.99,8.32,8.1,22.51,Sbc,,,,,
NGC5922,Dup,230.3093333333333,41.725944444444444,Boo,,,,,,,,,,,,5923,,,
NGC5923,G,230.3093333333333,41.725944444444444,Boo,0.022166668,0.020333333,45.0,13.78,13.13,11.46,10.95,10.63,23.08,SABb,,5922,,,
NGC5924,G,230.50825,31.233083333333337,CrB,0.010833333,0.0055,16.0,15.34,,12.52,11.82,11.47,22.97,SBa,,,,,
NGC5925,OCl,231.86175,-54.528777777777776,Nor,0.08,,,,8.4,,,,,,,,,,
NGC5926,G,230.85375,12.715277777777779,Se1,0.015166666,0.015166666,20.0,14.71,,12.39,11.97,11.49,23.22,Sbc,,,,,
NGC5927,GCl,232.00179166666663,-50.672777777777775,Lup,0.11,,,10.13,8.86,,,,,,,,,,
NGC5928,G,231.51200000000003,18.073638888888887,Se1,0.027333334,0.018,103.0,13.68,,10.47,9.77,9.53,23.47,S0,,,,,
NGC5929,G,231.5256666666667,41.67066666666666,Boo,0.015,0.013833334,45.0,14.07,14.0,,,,22.54,Sa,,,,,
NGC5930,G,231.53308333333334,41.67605555555555,Boo,0.030833334,0.013166667,173.0,13.18,12.53,9.96,9.22,8.94,22.71,SABa,,,,,
NGC5931,G,232.37345833333336,7.57325,Se1,0.026333334,0.0155,40.0,14.49,,11.41,10.61,10.31,24.2,S0,,,,,
NGC5932,G,231.700875,48.61497222222222,Boo,0.018333333,0.017666666,160.0,14.82,,11.62,11.0,10.71,23.9,E,,,,,
NGC5933,G,231.75654166666666,48.613305555555556,Boo,0.013666667,0.009833333,26.0,15.6,,12.54,11.95,11.5,24.03,E,,,,,
NGC5934,G,232.05325,42.92991666666667,Boo,0.0101666665,0.004833333,5.0,14.44,,11.02,10.3,9.98,21.77,SBa,,,,,
NGC5935,G,232.06962499999997,42.944111111111106,Boo,0.014166667,0.006666667,37.0,14.85,,11.4,10.72,10.44,23.07,SBa,,,,,
NGC5936,G,232.50345833333333,12.989333333333333,Se1,0.019666666,0.018666666,60.0,13.05,12.46,10.49,9.77,9.46,22.11,SBb,,,,,
NGC5937,G,232.6922083333333,-2.8295000000000003,Se1,0.0315,0.018,175.0,13.08,,10.11,9.37,9.04,22.79,SABb,,,,,
NGC5938,G,234.10945833333332,-66.85975,TrA,0.0385,0.0265,15.0,12.44,11.49,9.23,8.53,8.3,22.79,SBbc,,,,,
NGC5939,G,231.19179166666666,68.73063888888889,UMi,0.013666667,0.0071666664,33.0,13.66,,11.13,10.46,10.12,21.46,SABc,,,,,
NGC5940,G,232.82529166666663,7.457750000000001,Se1,0.013,0.0123333335,170.0,14.46,14.9,11.79,11.15,10.8,22.69,Sab,,,,,
NGC5941,G,232.91766666666666,7.339,Se1,0.015,0.011833333,55.0,14.91,,11.87,11.18,11.08,23.55,E,,,,,
NGC5942,G,232.90341666666666,7.312416666666667,Se1,0.011833333,0.011166667,80.0,15.27,,11.97,11.33,11.02,23.4,E,,,,,
NGC5943,G,232.43383333333335,42.777972222222225,Boo,0.020666666,0.0185,170.0,14.45,,10.83,10.15,9.82,23.59,S0,,,,,
NGC5944,G,232.94833333333332,7.308138888888888,Se1,0.014333333,0.0035,112.0,15.87,,12.31,11.51,11.26,23.39,Sb,,,,,
NGC5945,G,232.43758333333332,42.91866666666667,Boo,0.027666667,0.012,20.0,14.16,,10.41,9.76,9.48,23.52,Sab,,,,,
NGC5946,GCl,233.86904166666667,-50.65972222222222,Nor,0.06,,,11.98,10.72,,,,,,,,4550,,
NGC5947,G,232.6525,42.71713888888889,Boo,0.0195,0.013666667,45.0,14.58,,11.89,11.13,10.83,23.39,SBbc,,,,,
NGC5948,**,233.24433333333334,3.9828333333333337,Se1,,,,,,,,,,,,,,,
NGC5949,G,232.00279166666664,64.76319444444445,Dra,0.030666666,0.012666667,148.0,12.75,,10.28,9.65,9.43,22.25,Sbc,,,,,
NGC5950,G,232.87829166666668,40.43002777777778,Boo,0.020833334,0.0105,38.0,14.55,,11.62,11.2,11.02,23.34,SBb,,,,,
NGC5951,G,233.42941666666664,15.007277777777777,Se1,0.0505,0.011,4.0,13.67,,10.89,10.27,10.05,23.61,SBc,,,,,
NGC5952,G,233.73516666666666,4.958833333333333,Se1,0.009333333,0.0071666664,131.0,15.77,,12.53,11.81,11.5,23.45,E,,,,,
NGC5953,G,233.63491666666667,15.193777777777777,Se1,0.0245,0.018666666,50.0,12.98,12.45,9.92,9.2,9.16,22.5,S0-a,,,,,
NGC5954,G,233.64591666666666,15.200055555555554,Se1,0.017,0.008,19.0,12.81,,10.92,10.4,10.0,20.96,SABc,,,,,
NGC5955,G,233.802,5.063,Se1,0.012,0.008333334,31.0,15.24,,12.16,11.4,11.19,23.05,Sb,,,,,
NGC5956,G,233.74391666666665,11.750277777777777,Se1,0.024833333,0.024833333,30.0,13.27,,10.76,10.09,9.87,22.88,SBc,,,,,
NGC5957,G,233.8467083333333,12.047611111111111,Se1,0.040666666,0.039,95.0,13.56,12.25,10.4,9.77,9.5,24.18,Sb,,,,,
NGC5958,G,233.7047916666667,28.65525,CrB,0.017833333,0.016666668,175.0,13.25,,11.3,10.76,10.41,22.19,SABc,,,,,
NGC5959,G,234.34345833333333,-16.59577777777778,Lib,0.034833334,0.024,1.0,14.79,,10.12,9.39,9.12,24.86,E,,,,,
NGC5960,G,234.07679166666665,5.665361111111111,Se1,0.014666666,0.011833333,99.0,14.88,,11.96,11.23,10.87,23.21,Sab,,,,,
NGC5961,G,233.818,30.864166666666666,CrB,0.0135,0.0055,103.0,14.47,13.78,11.73,11.03,10.72,22.17,Sb,,,,,
NGC5962,G,234.132,16.607777777777777,Se1,0.041333333,0.026833333,108.0,12.09,11.5,9.5,8.81,8.53,22.45,Sc,,,,,
NGC5963,G,233.36608333333334,56.559694444444446,Dra,0.052333333,0.041166667,58.0,13.03,12.12,10.74,10.14,9.92,24.07,SABb,,,,,
NGC5964,G,234.4009166666667,5.974027777777778,Se1,0.057,0.042666666,147.0,13.61,11.82,,,,24.77,SBcd,,,4551,,
NGC5965,G,233.51024999999998,56.685611111111115,Dra,0.08466667,0.013,52.0,12.67,11.78,9.65,8.94,8.61,23.75,SABb,,,,,
NGC5966,G,233.96725,39.76894444444445,Boo,0.0255,0.016333334,88.0,13.14,12.22,10.63,9.93,9.68,22.91,E,,,,,
NGC5967,G,237.066375,-75.67294444444444,Aps,0.0395,0.025833333,90.0,12.73,12.2,9.72,8.81,8.71,22.98,Sc,,,,,
NGC5967A,G,236.74466666666666,-75.78744444444445,Aps,0.025,0.019,36.0,14.15,,12.22,11.16,11.17,23.54,Sc,,,,,
NGC5968,G,234.98820833333332,-30.552777777777777,Lup,0.03816667,0.0355,20.0,13.13,12.23,9.6,8.86,8.66,23.61,SABb,,,,,
NGC5969,G,233.71258333333333,56.45108333333333,Dra,0.013166667,0.010833333,160.0,15.15,,11.77,11.2,10.8,23.57,E,,,,,
NGC5970,G,234.624875,12.186611111111112,Se1,0.046166666,0.031833332,88.0,12.0,11.61,9.7,9.07,8.82,22.64,SBc,,,,,
NGC5971,G,233.90370833333333,56.46169444444445,Dra,0.020833334,0.008833333,132.0,14.72,,11.65,11.08,11.0,23.53,Sa,,,,,
NGC5972,G,234.7257083333333,17.026194444444446,Se1,0.011666667,0.0095,10.0,14.7,14.27,11.71,11.07,10.69,22.72,S0-a,,,,,
NGC5973,G,235.06445833333336,-8.600944444444444,Lib,0.015333333,0.004333333,138.0,15.16,,11.4,10.65,10.26,23.61,S0-a,,,,,
NGC5974,G,234.7600833333333,31.759916666666665,CrB,0.009666666,0.0055,111.0,14.67,14.16,12.13,11.47,11.16,21.74,Scd,,,,,
NGC5975,G,234.99154166666668,21.470805555555554,Se1,0.0155,0.004,171.0,14.56,,11.03,10.31,9.95,22.16,Sbc,,,,,
NGC5976,G,234.19987500000002,59.397749999999995,Dra,0.016333334,0.0055,125.0,15.8,14.77,12.77,11.98,11.97,24.41,S0,,,,,
NGC5977,G,235.13937499999997,17.127972222222223,Se1,0.015166666,0.013666667,80.0,15.24,,12.06,11.37,11.26,23.77,S0,,,,,
NGC5978,G,235.61341666666667,-13.234444444444444,Lib,0.0135,0.0123333335,135.0,15.55,,11.69,10.89,10.5,23.6,Sa,,,,,
NGC5979,PN,236.9210833333333,-61.217861111111105,TrA,0.0021666666,,,11.8,11.5,12.41,12.11,11.53,,,,,,,
NGC5980,G,235.37666666666667,15.787666666666667,Se1,0.027166666,0.008666666,14.0,13.21,,10.52,9.74,9.44,22.32,Sbc,,,,,
NGC5981,G,234.47270833333334,59.391749999999995,Dra,0.0455,0.0061666667,139.0,13.89,12.93,10.41,9.62,9.29,23.35,SBbc,,,,,
NGC5982,G,234.66595833333335,59.35583333333334,Dra,0.051166665,0.033333335,110.0,11.98,11.07,9.08,8.36,8.15,23.26,E,,,,,
NGC5983,G,235.690125,8.241111111111111,Se1,0.016166667,0.015333333,55.0,15.03,,11.39,10.75,10.46,23.83,E,,,,,
NGC5984,G,235.72154166666664,14.231472222222223,Se1,0.041333333,0.0095,144.0,13.28,,11.06,10.4,10.17,22.76,Sc,,,,,
NGC5985,G,234.90454166666666,59.331944444444446,Dra,0.06633333,0.0335,15.0,11.95,11.81,9.06,8.32,8.15,23.2,Sb,,,,,
NGC5986,GCl,236.51433333333335,-37.78613888888889,Lup,0.09,,,,6.92,,,,,,,,,,
NGC5987,G,234.98904166666668,58.07952777777778,Dra,0.064,0.022,60.0,12.72,11.72,9.57,8.87,8.61,23.66,Sb,,,,,
NGC5988,G,236.1410833333333,10.29313888888889,Se1,0.018666666,0.012833334,110.0,15.01,,11.92,11.19,10.89,23.64,Sc,,,,,
NGC5989,G,235.38666666666668,59.755222222222216,Dra,0.014666666,0.013666667,130.0,13.56,,11.48,10.94,10.62,21.96,Sc,,,,,
NGC5990,G,236.56816666666668,2.4154166666666668,Se1,0.0265,0.015833333,107.0,13.01,13.3,10.09,9.34,8.95,22.62,SABa,,,,,
NGC5991,G,236.31991666666667,24.630527777777775,Se1,0.016666668,0.013,129.0,14.42,,11.29,10.62,10.3,23.39,E,,,,,
NGC5992,G,236.089625,41.08636111111111,Boo,0.0115,0.007833334,156.0,14.52,13.97,12.21,11.8,11.3,22.19,SBb,,,,,
NGC5993,G,236.11508333333336,41.120805555555556,Boo,0.015833333,0.01,140.0,14.15,13.51,11.65,10.9,10.61,22.45,Sb,,,,,
NGC5994,G,236.72191666666666,17.872611111111112,Se1,0.01,0.005,93.0,15.6,,14.06,13.71,13.1,22.89,SBbc,,,,,
NGC5995,G,237.1039583333333,-13.757777777777777,Lib,0.017,0.013166667,147.0,14.55,13.69,10.75,9.94,9.39,23.21,SABa,,,,,
NGC5996,G,236.74533333333335,17.884194444444443,Se1,0.025,0.011333333,1.0,13.21,12.79,11.5,10.81,10.42,22.21,SBbc,,,,,
NGC5997,G,236.86529166666665,8.321194444444444,Se1,0.011333333,0.005,87.0,15.61,,12.25,11.6,11.4,23.66,E,,,,,
NGC5998,OCl,237.40920833333334,-28.578222222222223,Sco,0.09,,,,,,,,,,,,,,
NGC5999,OCl,238.03595833333333,-56.47280555555556,Nor,0.055,,,,9.0,,,,,,,,,,
NGC6000,G,237.45645833333336,-29.386833333333335,Sco,0.031833332,0.027666667,159.0,13.03,13.0,9.28,8.56,8.2,23.06,SBbc,,,,,
NGC6001,G,236.94149999999996,28.641694444444447,CrB,0.017666666,0.015833333,163.0,14.26,,11.66,11.02,11.0,23.08,SABc,,,,,
NGC6002,*,236.93495833333333,28.609694444444443,CrB,,,,,,,,,,,,,,,
NGC6003,G,237.3568333333333,19.032083333333333,Se1,0.016166667,0.0145,101.0,14.3,13.36,11.18,10.48,10.23,22.98,S0,,,,,
NGC6004,G,237.59466666666668,18.939277777777775,Se1,0.0315,0.024833333,95.0,13.37,,10.48,9.79,9.55,23.41,Sc,,,,,
NGC6005,OCl,238.95291666666665,-57.43738888888889,Nor,0.07,,,11.9,10.7,,,,,,,,,,
NGC6006,G,238.26070833333333,12.005361111111112,Se1,0.011833333,0.007,157.0,15.51,,12.63,11.98,11.59,23.44,S0-a,,,,,
NGC6007,G,238.34658333333334,11.959194444444444,Se1,0.025833333,0.019833334,53.0,13.85,13.2,11.33,10.75,10.54,23.33,SABc,,,,,
NGC6008,G,238.23345833333332,21.1005,Se1,0.019333333,0.014833333,94.0,14.09,,11.31,10.53,10.28,22.99,Sb,,,,,
NGC6009,G,238.35033333333334,12.058666666666666,Se1,0.011,0.004333333,167.0,15.63,,13.21,12.59,12.24,23.51,S0-a,,,,,
NGC6010,G,238.57979166666667,0.5430555555555555,Se1,0.030333333,0.006666667,100.0,13.17,,9.85,9.15,8.93,22.79,S0-a,,,,,
NGC6011,G,236.63704166666665,72.16922222222223,UMi,0.0295,0.008,108.0,14.4,,11.03,10.41,10.09,23.49,Sb,,,,,
NGC6012,G,238.55808333333331,14.60125,Se1,0.0295,0.021166667,164.0,12.87,11.96,10.45,9.79,9.54,22.65,SBab,,,,,
NGC6013,G,238.22016666666667,40.64672222222222,Her,0.024,0.012666667,174.0,14.46,13.63,11.54,10.97,10.6,23.49,SBb,,,,,
NGC6014,G,238.98916666666668,5.9318888888888885,Se1,0.029166667,0.023666667,20.0,13.71,,10.73,10.13,9.8,23.67,S0,,,4586,,
NGC6015,G,237.85512500000004,62.310027777777776,Dra,0.09683333,0.042833332,28.0,11.61,11.17,9.31,8.71,8.47,23.48,Sc,,,,,
NGC6016,G,238.978625,26.9665,CrB,0.016333334,0.008,25.0,15.0,,12.18,11.6,11.41,23.07,SABc,,,,,
NGC6017,G,239.31433333333334,5.998388888888889,Se1,0.013333334,0.0125,140.0,13.8,,10.78,10.05,9.81,22.19,E,,,,,
NGC6018,G,239.37404166666664,15.872611111111112,Se1,0.022,0.010333333,67.0,14.34,13.44,11.11,10.48,10.14,23.62,S0-a,,,,,
NGC6019,G,238.03808333333336,64.84066666666666,Dra,0.0071666664,0.0065,135.0,15.72,,13.33,12.62,12.36,22.85,,,,,,
NGC6020,G,239.28391666666667,22.404583333333335,Se1,0.029,0.018333333,136.0,13.76,12.73,10.68,10.01,9.76,23.81,E,,,1148,,
NGC6021,G,239.377875,15.956055555555556,Se1,0.025833333,0.015166666,158.0,14.08,13.03,10.93,10.19,9.94,23.86,E,,,,,
NGC6022,G,239.44904166666666,16.282305555555556,Se1,0.013333334,0.0095,62.0,15.35,14.72,12.77,12.09,11.98,23.32,SBbc,,,,,
NGC6023,G,239.45675,16.310194444444445,Se1,0.026833333,0.019333333,67.0,14.25,13.13,10.99,10.33,10.0,24.13,E,,,,,
NGC6024,G,238.28279166666667,64.91805555555555,Dra,0.016333334,0.012166667,130.0,15.02,,11.21,10.54,10.18,23.82,E,,,,,
NGC6025,OCl,240.824125,-60.43136111111111,TrA,0.19,,,5.26,5.1,,,,,,,,,,
NGC6026,PN,240.337125,-34.544222222222224,Lup,0.011166667,,,13.2,12.9,13.05,13.04,13.04,,,,,,,
NGC6027,G,239.80225000000004,20.763361111111113,Se1,0.027333334,0.017,18.0,15.28,,11.24,10.47,10.59,25.05,S0-a,,,,,
NGC6027A,G,239.79641666666666,20.75486111111111,Se1,0.029833334,0.028833333,75.0,14.79,,11.5,10.8,10.53,24.78,S0-a,,,,,
NGC6027B,G,239.79512500000004,20.762194444444443,Se1,0.015166666,0.0068333335,,15.23,,,,,23.72,S0,,,,,
NGC6027C,G,239.79945833333335,20.74761111111111,Se1,0.018333333,0.0036666666,174.0,16.58,,,,,24.22,SBc,,,,,
NGC6027D,G,239.80375,20.759916666666665,Se1,0.005,0.004333333,110.0,16.45,,13.51,14.57,12.7,22.46,Scd,,,,,
NGC6027E,G,239.81033333333335,20.76591666666667,Se1,0.038,0.0215,81.0,14.39,,,,,24.87,S0-a,,,,,
NGC6028,G,240.37066666666664,19.35988888888889,Her,0.021833334,0.019666666,54.0,14.36,13.48,11.72,11.02,10.77,23.68,S0-a,,6046,,,
NGC6029,G,240.4952916666667,12.574,Se1,0.013333334,0.0075,14.0,15.75,,12.24,11.62,11.36,23.98,S0-a,,,,,
NGC6030,G,240.46425000000002,17.9575,Her,0.0215,0.015666667,43.0,13.87,12.93,10.76,10.08,9.83,23.16,S0,,,,,
NGC6031,OCl,241.89741666666663,-54.01494444444444,Nor,0.08,,,8.92,8.5,,,,,,,,,,
NGC6032,G,240.75466666666665,20.955944444444444,Her,0.013833334,0.0085,1.0,14.35,13.56,11.29,10.99,10.47,22.33,Sb,,,,,
NGC6033,G,241.11658333333335,-2.120972222222222,Se1,0.016666668,0.015166666,144.0,14.93,,10.82,10.05,9.69,23.55,Sbc,,,,,
NGC6034,G,240.8836666666667,17.198694444444445,Her,0.019166667,0.013833334,64.0,14.58,13.53,11.5,10.76,10.46,23.73,E,,,,,
NGC6035,G,240.85074999999998,20.89125,Her,0.016166667,0.014166667,137.0,14.2,13.5,11.54,10.9,10.6,22.77,Sc,,,,,
NGC6036,G,241.12812499999998,3.868472222222222,Se1,0.017333332,0.0065,146.0,13.87,,10.5,9.74,9.44,22.46,S0-a,,,,,
NGC6037,G,241.1245833333333,3.815138888888889,Se1,0.0125,0.011166667,64.0,15.34,,12.08,11.38,11.14,23.43,S0-a,,,,,
NGC6038,G,240.66895833333334,37.359500000000004,CrB,0.020166667,0.0175,63.0,14.32,,11.29,10.55,10.21,23.3,Sc,,,,,
NGC6039,G,241.164875,17.70086111111111,Her,0.016666668,0.0135,46.0,15.07,14.1,11.88,11.24,10.93,23.8,E-S0,,6042,,,
NGC6040,GPair,241.11095833333331,17.74513888888889,Her,0.0235,0.007333333,47.0,14.6,,11.9,11.19,10.95,22.83,SABc,,,,,
NGC6041,GPair,241.147,17.719250000000002,Her,0.024666667,0.0195,44.0,14.9,,11.0,10.33,9.97,23.93,E-S0,,,,,
NGC6042,Dup,241.164875,17.70086111111111,Her,,,,,,,,,,,,6039,,,
NGC6043,GPair,241.25499999999997,17.773888888888887,Her,0.0123333335,0.008333334,35.0,15.4,,,,,23.4,E-S0,,,,,
NGC6044,G,241.24866666666668,17.870361111111112,Her,0.010833333,0.01,150.0,15.3,14.3,12.15,11.49,11.17,23.12,S0,,,1172,,
NGC6045,G,241.28287500000002,17.757666666666665,Her,0.023333333,0.0053333333,78.0,14.9,13.97,11.65,10.88,10.54,23.23,Sc,,,,,
NGC6046,Dup,240.37066666666664,19.35988888888889,Her,,,,,,,,,,,,6028,,,
NGC6047,G,241.28745833333335,17.729888888888887,Her,0.019666666,0.012166667,117.0,14.51,13.49,11.5,10.84,10.61,23.71,E,,,,,
NGC6048,G,239.37604166666665,70.6891111111111,UMi,0.0325,0.022,137.0,13.54,,10.57,9.89,9.64,23.88,E,,,,,
NGC6049,*,241.40804166666666,8.09625,Se1,,,,6.36,6.27,6.08,6.08,5.99,,,,,,,
NGC6050,G,241.34737500000003,17.757166666666667,Her,0.014333333,0.0095,114.0,15.4,14.71,12.31,11.5,11.32,23.47,Sc,,,,,
NGC6050B,G,241.3425833333333,17.754194444444444,Her,0.010333333,0.007,9.0,16.07,15.43,,,,23.43,Sc,,,1179,,
NGC6051,G,241.23612500000002,23.932694444444444,Se1,0.044833332,0.013166667,166.0,14.16,13.02,10.45,9.77,9.49,25.09,E,,,,,
NGC6052,GPair,241.30412499999997,20.542361111111113,Her,0.02,,,,,,,,,,,6064,,,
NGC6052 NED01,G,241.303625,20.54238888888889,Her,0.013833334,0.010833333,5.0,13.46,13.18,11.58,10.87,10.68,21.57,,,,,,
NGC6052 NED02,G,241.305125,20.542416666666664,Her,0.0115,0.005,2.0,15.3,,,,,22.6,Scd,,,,,
NGC6053,Dup,241.38566666666665,18.159583333333334,Her,,,,,,,,,,,,6057,,,
NGC6054,G,241.40895833333335,17.76788888888889,Her,0.013833334,0.008,71.0,15.24,14.18,12.0,11.31,10.99,23.66,E,,,1183,,
NGC6055,G,241.41520833333334,18.16436111111111,Her,0.011333333,0.008666666,135.0,15.61,14.62,12.41,11.51,11.41,23.63,E,,,,,
NGC6056,G,241.38033333333334,17.963638888888887,Her,0.016333334,0.009833333,56.0,14.94,13.89,11.64,10.91,10.59,23.58,S0-a,,,1176,,
NGC6057,G,241.38566666666665,18.159583333333334,Her,0.020333333,0.0115,41.0,14.94,13.84,11.59,10.93,10.61,24.05,S0-a,,6053,,,
NGC6058,PN,241.11058333333335,40.683055555555555,Her,0.0063333334,,,13.3,12.9,,,,,,,,,,
NGC6059,**,241.70000000000002,-6.393055555555556,Oph,,,,,,,,,,,,,,,
NGC6060,G,241.46658333333332,21.484972222222222,Her,0.0315,0.017,103.0,14.08,,10.29,9.57,9.22,23.7,SABc,,,,,
NGC6061,G,241.56679166666663,18.249944444444445,Her,0.018833334,0.015833333,94.0,14.72,13.64,11.31,10.64,10.3,23.73,E-S0,,,,,
NGC6062,G,241.59508333333332,19.77797222222222,Her,0.019833334,0.013166667,21.0,14.28,13.7,11.98,11.4,11.13,23.08,Sbc,,,,,
NGC6062B,G,241.57904166666668,19.76325,Her,0.009,0.008166667,150.0,16.19,,13.78,13.17,12.93,23.43,Sc,,,,,
NGC6063,G,241.804125,7.979,Se1,0.027166666,0.014166667,157.0,13.95,,11.39,10.72,10.55,23.24,Sc,,,,,
NGC6064,Dup,241.30412499999997,20.542361111111113,Her,,,,,,,,,,,,6052,,,
NGC6065,G,241.8456666666667,13.887916666666667,Se1,0.016333334,0.015666667,150.0,14.86,,11.44,10.74,10.54,23.53,E-S0,,,,,
NGC6066,G,241.89729166666663,13.943722222222222,Se1,0.016666668,0.012833334,112.0,15.05,,11.47,10.67,10.56,23.8,E,,,,,
NGC6067,OCl,243.29604166666667,-54.218944444444446,Nor,0.135,,,6.21,5.6,,,,,,,,,,
NGC6068,G,238.85829166666667,78.99677777777778,UMi,0.0215,0.013166667,158.0,12.71,12.34,10.84,10.2,9.95,21.64,SBbc,,,,,
NGC6068A,G,238.69795833333333,78.98511111111112,UMi,0.015666667,0.0058333334,1.0,14.52,14.1,,,,23.26,S0,,,,,
NGC6069,G,241.9235,38.93075,CrB,0.018166667,0.017,140.0,15.06,,11.59,10.91,10.74,24.12,E,,,,,
NGC6070,G,242.4945416666667,0.7093055555555555,Se1,0.058166668,0.030666666,63.0,12.42,11.75,9.7,9.02,8.75,23.33,Sc,,,,,
NGC6071,G,240.52929166666667,70.41702777777778,UMi,0.0125,0.009333333,105.0,14.72,,11.53,10.85,10.59,,E,,,,,
NGC6072,PN,243.2425,-36.23,Sco,0.0195,,,14.1,11.7,,,,,,,,,,
NGC6073,G,242.54520833333333,16.69961111111111,Her,0.021833334,0.010833333,127.0,14.3,13.55,11.34,10.91,10.51,23.05,Sc,,,,,
NGC6074,GPair,242.8208333333333,14.256944444444445,Her,0.013333334,,,,,,,,,,,,,,
NGC6074 NED01,G,242.81983333333332,14.255027777777777,Her,0.0076666665,0.006,45.0,15.61,,,,,22.77,E,,,,,
NGC6074 NED02,G,242.82174999999998,14.25875,Her,0.014166667,0.011833333,0.0,15.08,,11.27,10.58,10.62,23.61,E,,,,,
NGC6075,G,242.844125,23.965,Her,0.017166667,0.013333334,93.0,14.95,,11.37,10.66,10.43,23.76,S0,,,4594,,
NGC6076,GPair,242.80583333333337,26.8725,CrB,0.013333334,,,,,,,,,,,,,,
NGC6076 NED01,G,242.80420833333335,26.872027777777777,CrB,0.016666668,0.0076666665,62.0,15.31,,11.73,11.03,10.73,23.9,,,6076SW,,,
NGC6076 NED02,G,242.8075,26.873333333333335,CrB,0.0095,0.008833333,48.0,15.4,,,,,,,,6076NE,,,
NGC6077,G,242.80883333333333,26.923416666666668,CrB,0.019333333,0.018166667,45.0,14.84,,11.32,10.59,10.29,23.96,E,,,,,
NGC6078,G,243.0227083333333,14.208777777777778,Her,0.0155,0.008,15.0,14.43,,10.92,10.29,10.1,23.62,E,,,,,
NGC6079,G,241.12170833333332,69.66577777777778,UMi,0.022833332,0.015666667,150.0,13.86,,10.9,10.19,9.93,23.39,E,,,1200,,
NGC6080,GPair,243.24583333333337,2.1791666666666667,Se1,0.021666666,,,,,,,,,,,,,,
NGC6080 NED01,G,243.24433333333334,2.177277777777778,Se1,0.0205,0.0195,30.0,14.24,,,,,23.38,Sab,,,,,
NGC6080 NED02,G,243.24775000000002,2.1810555555555555,Se1,0.02,0.011,179.0,15.58,,11.98,11.15,11.02,24.57,S0,,,,,
NGC6081,G,243.23691666666664,9.867111111111111,Her,0.025833333,0.009333333,131.0,14.33,,10.72,9.98,9.74,23.95,S0,,,1202,,
NGC6082,Other,243.86483333333334,-34.232749999999996,Sco,,,,,,,,,,,,,,,
NGC6083,G,243.30275000000003,14.185416666666667,Her,0.013166667,0.009333333,33.0,15.44,,12.09,11.37,11.11,23.35,SBbc,,,,,
NGC6084,G,243.5696666666667,17.757444444444445,Her,0.020666666,0.013166667,29.0,14.94,13.89,11.51,10.83,10.56,23.9,Sa,,,,,
NGC6085,G,243.14675,29.365083333333335,CrB,0.021833334,0.018166667,161.0,14.48,,10.99,10.26,10.03,23.55,Sa,,,,,
NGC6086,G,243.14804166666667,29.484777777777776,CrB,0.031666666,0.0205,2.0,13.82,12.8,11.02,10.23,9.97,24.06,E,,,,,
NGC6087,OCl,244.71075000000002,-57.934583333333336,Nor,0.17,,,5.85,5.4,,,,,,,,,,
NGC6088,GPair,242.68125000000003,57.464166666666664,Dra,0.018333333,,,,,,,,,,,,,,
NGC6088 NED01,G,242.677625,57.46652777777778,Dra,0.017833333,0.010333333,170.0,13.8,,11.68,10.79,10.89,23.04,E?,,,,,
NGC6088 NED02,G,242.68491666666668,57.462138888888894,Dra,0.013,0.012,96.0,14.1,,,,,22.32,E-S0,,,,,
NGC6089,GPair,243.16958333333332,33.03638888888889,CrB,0.018333333,,,,,,,,,,,,,,
NGC6089 NED01,G,243.16729166666664,33.034888888888894,CrB,0.014166667,0.011333333,17.0,14.81,,11.27,10.59,10.34,23.18,S0,,,,,
NGC6089 NED02,G,243.17225000000002,33.03772222222222,CrB,0.0235,0.011833333,45.0,15.49,,11.92,11.55,10.86,23.88,S?,,,,,
NGC6090,GPair,242.91958333333332,52.45666666666666,Dra,0.013333334,,,,,,,,,,,,,,
NGC6090 NED01,G,242.91804166666668,52.456583333333334,Dra,0.014166667,0.0123333335,96.0,14.69,,,,,23.02,Sa,,,,,
NGC6090 NED02,G,242.92008333333337,52.45747222222222,Dra,0.007333333,0.0031666667,,14.53,,,,,20.99,Sab,,,,,
NGC6091,G,241.97079166666668,69.90477777777778,UMi,0.0155,0.011,113.0,14.77,,11.65,10.96,10.77,23.55,E,,,,,
NGC6092,**,243.51916666666665,28.12561111111111,CrB,,,,,,,,,,,,,,,
NGC6093,GCl,244.26045833333336,-22.975111111111108,Sco,0.095,,,,7.3,,,,,,80,,,,
